Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2017-09-18,Hush,2016,https://boxd.it/k9w6t,3.5,Yes,"netflix, anderson, crol",2017-09-17
2017-09-18,In a Heartbeat,2017,https://boxd.it/kaOOP,5,Yes,"youtube, crol",2017-09-17
2017-09-18,It,2017,https://boxd.it/kaQqP,4.5,,"anderson, crol, movie theater",2017-09-17
2017-09-19,Morgan,2016,https://boxd.it/kbx69,3,,"anderson, crol, tv",2017-09-18
2017-09-19,John Wick: Chapter 2,2017,https://boxd.it/kchuh,3,,"anderson, crol, tv",2017-09-18
2017-09-19,Annabelle: Creation,2017,https://boxd.it/kci6Z,2.5,,"anderson, tv",2017-09-19
2017-09-20,A Ghost Story,2017,https://boxd.it/kcSSb,2,,"anderson, tv",2017-09-19
2017-09-20,A Ghost Story,2017,https://boxd.it/kcXpN,4,Yes,tv,2017-09-19
2017-09-20,Drinking Buddies,2013,https://boxd.it/kdlxL,0.5,,"anderson, crol, netflix",2017-09-19
2017-09-20,The Autopsy of Jane Doe,2016,https://boxd.it/kdssN,3,,"anderson, crol, tv",2017-09-19
2017-09-21,Body,2015,https://boxd.it/keYiH,2,,"tv, anderson",2017-09-20
2017-09-24,Texas Chainsaw 3D,2013,https://boxd.it/kk0DH,2,,"netflix, arthur",2017-09-23
2017-09-26,Leatherface,2017,https://boxd.it/knrUL,1,,"online, arthur",2017-09-25
2017-09-28,mother!,2017,https://boxd.it/kq8dT,1,,movie theater,2017-09-27
2017-09-30,Gerald's Game,2017,https://boxd.it/ksS2h,3.5,,"netflix, lorena, skype",2017-09-29
2017-11-22,Around You,2016,https://boxd.it/lOXWx,5,Yes,youtube,2017-09-30
2017-10-03,The Witches,1990,https://boxd.it/kxK9p,3.5,,online,2017-10-02
2017-10-04,Psycho Beach Party,2000,https://boxd.it/kzPoN,4,,"alice, rabbit",2017-10-03
2017-10-05,A Fantastic Woman,2017,https://boxd.it/kASLd,4,,"movie theater, theo",2017-10-04
2017-10-06,Summer Camp,2015,https://boxd.it/kBYWt,1.5,,netflix,2017-10-05
2017-10-07,Blue Jay,2016,https://boxd.it/kDagB,3.5,,netflix,2017-10-06
2017-10-07,Violet & Daisy,2011,https://boxd.it/kDYBf,5,,"online, theo",2017-10-06
2017-10-08,The Little Hours,2017,https://boxd.it/kFfht,2.5,,"bro, tv",2017-10-07
2017-10-09,Kicking and Screaming,1995,https://boxd.it/kHwHH,1.5,,"netflix, lorena",2017-10-08
2017-10-10,Nada Será Como Antes,2016,https://boxd.it/kJwn7,3.5,,online,2017-10-09
2017-10-11,Behind the 'Scream',2000,https://boxd.it/kKsdp,4,,vimeo,2017-10-10
2017-10-12,Better Watch Out,2016,https://boxd.it/kLMZv,4,,"tv, rodrigo",2017-10-11
2017-10-12,Your Name.,2016,https://boxd.it/kMaZz,5,,"movie theater, theo, jeff, clira",2017-10-11
2017-10-13,Cruel Intentions,1999,https://boxd.it/kNbqH,3.5,,"netflix, lorena",2017-10-12
2017-10-13,Cruel Intentions 2,2000,https://boxd.it/kNvh1,1.5,,"rabbit, lorena, leo",2017-10-12
2017-10-14,Habilitado para Morrer,2017,https://boxd.it/kPNMv,2,,"rabbit, filipe",2017-10-13
2017-10-16,Better Watch Out,2016,https://boxd.it/kS3jX,4,Yes,"online, caio, lucas",2017-10-14
2017-10-16,The Babysitter,2017,https://boxd.it/kSmSx,3.5,,"netflix, leo",2017-10-15
2017-10-16,Meus 15 Anos,2017,https://boxd.it/kSO4b,3,,"netflix, lorena, leo, alice",2017-10-15
2017-10-16,"Like Sunday, Like Rain",2014,https://boxd.it/kTcdL,4,,"rabbit, gabra",2017-10-15
2017-10-17,The Diary of a Teenage Girl,2015,https://boxd.it/kUY6l,1,,"rabbit, alice, gabra",2017-10-16
2017-10-18,Dead Set,2008,https://boxd.it/kWorr,3,,"rabbit, gabra",2017-10-17
2017-10-19,Logan Lucky,2017,https://boxd.it/kXcH5,4,,movie theater,2017-10-18
2017-10-19,Happy Death Day,2017,https://boxd.it/kXdl5,4,,movie theater,2017-10-18
2017-10-20,Scare Campaign,2016,https://boxd.it/kYgfV,2.5,,"netflix, discord, gabra, leo",2017-10-19
2017-10-21,Detention,2011,https://boxd.it/kZtHZ,5,,"rabbit, gabra",2017-10-20
2017-10-21,Rough Night,2017,https://boxd.it/l07Q3,3,,"rabbit, lorena, gabra",2017-10-20
2017-10-21,Why Does God Hate Me?,2011,https://boxd.it/l0uxX,3.5,,"rabbit, alice, gabra",2017-10-21
2017-10-21,Love Is All You Need?,2011,https://boxd.it/l0uFH,3,,"rabbit, alice, gabra",2017-10-21
2017-10-22,Child's Play,1988,https://boxd.it/l1rrp,2.5,,"online, arthur",2017-10-21
2017-10-22,Child's Play 2,1990,https://boxd.it/l1D27,4.5,,"netflix, arthur",2017-10-21
2017-10-25,Not Your Girls,2017,https://boxd.it/l6jh7,3,,"rabbit, alice, gabra",2017-10-21
2017-10-23,Time Lapse,2014,https://boxd.it/l3Znb,3.5,,"netflix, victor, skype",2017-10-22
2017-10-23,Neurotic Quest for Serenity,2017,https://boxd.it/l43a1,4,Yes,"rabbit, gabra",2017-10-22
2017-10-24,Sister Cities,2016,https://boxd.it/l57K5,3,,"rabbit, gabra",2017-10-23
2017-10-24,Super 8,2011,https://boxd.it/l5miZ,4,,"netflix, discord, gabra, leo",2017-10-23
2017-10-25,Ingrid Goes West,2017,https://boxd.it/l6wuj,5,,online,2017-10-24
2017-10-25,Atomic Blonde,2017,https://boxd.it/l6N5F,1,,"rabbit, gabra",2017-10-24
2017-10-25,Obvious Child,2014,https://boxd.it/l78hd,5,,"netflix, discord, gabra",2017-10-25
2017-10-26,Home Again,2017,https://boxd.it/l85rL,4,,"movie theater, mom",2017-10-25
2017-10-26,Life Partners,2014,https://boxd.it/l8y5z,3.5,,"rabbit, gabra",2017-10-26
2017-10-27,Into the Forest,2015,https://boxd.it/l97L1,2,,"netflix, discord, gabra, leo",2017-10-26
2017-10-27,28 Days Later,2002,https://boxd.it/l9qOt,2.5,,"rabbit, gabra, leo",2017-10-26
2017-10-27,Coraline,2009,https://boxd.it/l9IJB,5,,"netflix, nico",2017-10-26
2017-10-27,Landline,2017,https://boxd.it/la8Qj,3,,"rabbit, gabra",2017-10-27
2017-10-28,Take Me,2017,https://boxd.it/laNbB,1,,"netflix, discord, gabra",2017-10-27
2017-10-28,Happy Death Day,2017,https://boxd.it/lbe2h,4,Yes,"rabbit, leo, lorena",2017-10-27
2017-10-31,28 Weeks Later,2007,https://boxd.it/lfbpZ,3,,"rabbit, leo, gabra",2017-10-30
2017-10-31,Miss Stevens,2016,https://boxd.it/lfG9j,4,,"rabbit, gabra",2017-10-30
2017-11-01,Stoker,2013,https://boxd.it/lhtOd,5,Yes,"rabbit, gabra, leo, lorena",2017-10-31
2017-11-02,What If,2013,https://boxd.it/liyAR,3,,"netflix, discord, gabra",2017-11-01
2017-11-02,A Comédia Divina,2017,https://boxd.it/liSKn,1.5,,"movie theater, theo",2017-11-01
2017-11-03,Viral,2016,https://boxd.it/ljLeh,4,,"netflix, leo",2017-11-02
2017-11-03,Mothers and Daughters,2016,https://boxd.it/lkaJf,0.5,,"netflix, marcos",2017-11-02
2017-11-03,Frances Ha,2012,https://boxd.it/lkFI3,5,Yes,"netflix, filipe",2017-11-02
2017-11-03,Child's Play 3,1991,https://boxd.it/ll18B,3.5,,"netflix, arthur, celo",2017-11-03
2017-11-04,Zuzu Angel,2006,https://boxd.it/llEsb,4,,"youtube, discord, gabra",2017-11-03
2017-11-04,Phoenix Forgotten,2017,https://boxd.it/llLAV,3,,"rabbit, leo, lorena, gabra",2017-11-03
2017-11-04,I Believe in Unicorns,2014,https://boxd.it/lmnL3,3,,online,2017-11-03
2017-11-05,Remember Sunday,2013,https://boxd.it/ln26Z,3,,"netflix, nico",2017-11-04
2017-11-05,Girls Trip,2017,https://boxd.it/lnOJv,4.5,,"rabbit, lorena",2017-11-04
2017-11-05,"For a Good Time, Call...",2012,https://boxd.it/lojkr,4.5,,"rabbit, gabra, alice",2017-11-05
2017-11-07,The Year My Parents Went on Vacation,2006,https://boxd.it/lre6F,4,,"rabbit, gabra",2017-11-06
2017-11-07,Tucker: The Man and His Dream,1988,https://boxd.it/lrCcR,2.5,,"rabbit, lorena, gabra",2017-11-06
2017-11-07,Sleeping with Other People,2015,https://boxd.it/lrRzh,3.5,,"rabbit, gabra",2017-11-07
2017-11-08,Who Killed Eloá?,2015,https://boxd.it/ls8nn,4,Yes,"facom, comunicaçao e atualidade ii",2017-11-07
2017-11-08,Hour of the Star,1985,https://boxd.it/lsuUj,3.5,,"rabbit, gabra",2017-11-07
2017-11-08,Nightcrawler,2014,https://boxd.it/lsXC9,4.5,,"netflix, discord, gabra, lorena",2017-11-07
2017-11-09,Deidra & Laney Rob a Train,2017,https://boxd.it/ltD4t,4,,"netflix, discord, gabra",2017-11-08
2017-11-09,Brainstorm,2000,https://boxd.it/ltJwX,3,,"rabbit, gabra",2017-11-08
2017-11-09,Jeepers Creepers 3,2017,https://boxd.it/luigF,0.5,,"rabbit, gabra",2017-11-08
2017-11-09,The Meddler,2015,https://boxd.it/lutL5,5,,"rabbit, gabra",2017-11-09
2017-11-10,Table 19,2017,https://boxd.it/lvibn,3,,online,2017-11-09
2017-11-10,Brooklyn,2015,https://boxd.it/lvCTT,4,,"rabbit, gabra",2017-11-09
2017-11-11,Kristy,2014,https://boxd.it/lw4o5,3,,online,2017-11-10
2017-11-11,Mulholland Drive,2001,https://boxd.it/lwCCb,5,,movie theater,2017-11-10
2017-11-12,Come Swim,2017,https://boxd.it/lyvj1,3.5,,"rabbit, gabra, leo",2017-11-11
2017-11-12,The Fallen Member,2012,https://boxd.it/lyBwZ,2,,"rabbit, gabra, leo",2017-11-12
2017-11-14,Bingo: The King of the Mornings,2017,https://boxd.it/lBxNt,4,,"movie theater, irlan",2017-11-13
2017-11-14,D.P.A. Detetives do Prédio Azul - O Filme,2017,https://boxd.it/lBy1F,2.5,,"movie theater, irlan",2017-11-13
2017-11-15,Good Time,2017,https://boxd.it/lDdEF,4.5,,movie theater,2017-11-14
2017-11-15,Frances Ha,2012,https://boxd.it/lDSHv,5,Yes,"netflix, gabra, discord",2017-11-15
2017-11-17,Saw,2003,https://boxd.it/lFZ6l,2,,"youtube, short film",2017-11-16
2017-11-17,Saw,2004,https://boxd.it/lFZB9,3.5,,"tv, vicky",2017-11-16
2017-11-17,Saw II,2005,https://boxd.it/lFZLD,4,,"tv, vicky",2017-11-16
2017-11-17,Highball,1997,https://boxd.it/lGKcl,0.5,,online,2017-11-17
2017-11-25,Drive,2011,https://boxd.it/lSHjx,1,,"rabbit, gabra",2017-11-24
2017-11-25,The Out List,2013,https://boxd.it/lT925,2.5,,"rabbit, gabra, lorena",2017-11-24
2017-11-26,Tanner Hall,2009,https://boxd.it/lVeoz,2,,"netflix, chris, armando",2017-11-25
2017-11-27,Sing Street,2016,https://boxd.it/lYlbD,5,Yes,"netflix, koinaski",2017-11-26
2017-11-29,Maps to the Stars,2014,https://boxd.it/m1BsL,3.5,,"rabbit, gabra, leo, vinicius",2017-11-28
2017-12-01,Guardians of the Galaxy,2014,https://boxd.it/m3GGH,1,,"rabbit, leo",2017-11-30
2017-12-02,Napoleon Dynamite,2004,https://boxd.it/m66Zf,0.5,,"rabbit, gabra",2017-12-02
2017-12-03,Wonder,2017,https://boxd.it/m7ZtP,4,,"movie theater, theo",2017-12-02
2017-12-04,Bad Moms,2016,https://boxd.it/mazIZ,2.5,,"rabbit, gabra, leo",2017-12-03
2017-12-10,Bride of Chucky,1998,https://boxd.it/mjMJJ,2,,"online, arthur",2017-12-09
2017-12-10,Seed of Chucky,2004,https://boxd.it/mkpZh,4,Yes,"online, arthur",2017-12-10
2017-12-13,Possibly in Michigan,1983,https://boxd.it/mpI0x,5,Yes,"youtube, fernanda",2017-12-12
2017-12-13,Cream,2017,https://boxd.it/mpI3B,4,Yes,"youtube, fernanda",2017-12-12
2017-12-13,Snake Bite,2016,https://boxd.it/mq8jF,3.5,,"short film, short of the week",2017-12-12
2017-12-13,Snake Bite,2016,https://boxd.it/mqkNn,3.5,Yes,"short film, rabbit, leo, gabra, pedro, lorena",2017-12-13
2017-12-14,"Yes, God, Yes",2017,https://boxd.it/mrN2H,3,,"short film, rabbit, leo, lorena, pedro",2017-12-14
2017-12-14,Larry,2017,https://boxd.it/mrN49,2,,"short film, rabbit, leo, pedro",2017-12-14
2017-12-14,Past the Second Stage,2016,https://boxd.it/mrN6p,1,,"rabbit, short film, leo, lorena, pedro",2017-12-14
2017-12-15,The Killing of a Sacred Deer,2017,https://boxd.it/mt6QD,4,,"rabbit, pedr, vinicius, gabra",2017-12-14
2017-12-20,The Bar,2017,https://boxd.it/mDcIP,2.5,,"rabbit, netflix, dudu",2017-12-14
2017-12-19,Untangle,2011,https://boxd.it/mAJNd,5,,"rabbit, lorena, gabra",2017-12-15
2017-12-19,Love & Friendship,2016,https://boxd.it/mAJHp,3.5,,"online, pedr",2017-12-18
2017-12-23,Suburbicon,2017,https://boxd.it/mI6BN,2,,"movie theater, dudu",2017-12-22
2017-12-23,What We Do in the Shadows,2014,https://boxd.it/mI6Fv,3,,"filipe, netflix",2017-12-22
2017-12-23,Palindrome,2001,https://boxd.it/mIe4x,2,,"filipe, gabra, rabbit",2017-12-22
2017-12-23,The Den,2013,https://boxd.it/mIs97,2.5,,"chris, online",2017-12-22
2017-12-25,Night of the Comet,1984,https://boxd.it/mMVp7,3,,"rabbit, lorena",2017-12-24
2017-12-26,Lady Bird,2017,https://boxd.it/mOX61,5,,tv,2017-12-25
2017-12-28,"Fala Sério, Mãe!",2017,https://boxd.it/mSjlX,3.5,,"movie theater, gabra",2017-12-25
2017-12-27,The Witch,2015,https://boxd.it/mR0Kn,5,Yes,"rabbit, pedro",2017-12-26
2017-12-27,"I, Tonya",2017,https://boxd.it/mR0PR,3,,"home cinema, dudu",2017-12-26
2017-12-28,Califórnia,2015,https://boxd.it/mSiSr,3,,"rabbit, pedro, gabra",2017-12-27
2017-12-28,Baby Driver,2017,https://boxd.it/mTkm5,5,Yes,"rabbit, dudu, lorena",2017-12-27
2017-12-28,Lady Bird,2017,https://boxd.it/mTZmZ,5,Yes,"tv, gabra, bro, vinicius",2017-12-28
2017-12-29,Hounds of Love,2016,https://boxd.it/mWgWf,1,,"rabbit, chris, lucas",2017-12-28
2017-12-30,Wish Upon,2017,https://boxd.it/mXHaf,3.5,,"tv, lucas",2017-12-29
2017-12-31,Jumanji: Welcome to the Jungle,2017,https://boxd.it/n19Nb,3,,"movie theater, dudu",2017-12-30
2018-01-02,Charlie's Angels: Full Throttle,2003,https://boxd.it/n6Lbz,5,Yes,"home cinema, tamir, victor, lucas, caio, gabriel",2018-01-01
2018-01-02,Sucker Punch,2011,https://boxd.it/n75eX,5,Yes,"home cinema, tamir, victor, lucas, caio, gabriel",2018-01-01
2018-01-03,The Miniaturist,2017,https://boxd.it/n9f0P,3,,"rabbit, gabra",2018-01-02
2018-01-03,Columbus,2017,https://boxd.it/nafRL,3,,"rabbit, lorena, gabra",2018-01-02
2018-01-03,The Stanford Prison Experiment,2015,https://boxd.it/naOdL,3,,"netflix, chris, mat",2018-01-03
2018-01-04,Super Dark Times,2017,https://boxd.it/ncJLH,3,,"netflix, chris, felipe, dudu",2018-01-03
2018-01-04,3 Generations,2015,https://boxd.it/ndybb,2.5,,"netflix, theo",2018-01-03
2018-01-04,Frances Ha,2012,https://boxd.it/ndS6F,5,Yes,"netflix, dudu",2018-01-03
2018-01-05,Coco,2017,https://boxd.it/ngjyZ,4,,"movie theater, dudu",2018-01-04
2018-01-06,Ass Backwards,2013,https://boxd.it/niBxp,2.5,,"rabbit, gabra",2018-01-05
2018-01-06,Every Day,2010,https://boxd.it/niYcf,2.5,,"netflix, dudu",2018-01-06
2018-01-07,Midnight Special,2016,https://boxd.it/nkd0l,4,,online,2018-01-06
2018-01-11,Geostorm,2017,https://boxd.it/nwvUZ,1,,"rabbit, lorena, igor, pedro, gabra, leo",2018-01-10
2018-01-12,Friends Don't Let Friends,2017,https://boxd.it/nyqkh,0.5,,online,2018-01-11
2018-01-12,American Psycho,2000,https://boxd.it/nyJV7,3,,"netflix, dudu",2018-01-12
2018-01-13,6 Years,2015,https://boxd.it/nAWCB,1.5,,"netflix, dudu",2018-01-13
2018-01-15,Night Owls,2015,https://boxd.it/nFY4h,1.5,,"rabbit, gabra",2018-01-14
2018-01-16,Mr. Roosevelt,2017,https://boxd.it/nHqfp,2.5,,"dudu, netflix",2018-01-14
2018-01-16,Bog of Beasts,2006,https://boxd.it/nJ7yV,3,,"rabbit, gabra, youtube",2018-01-15
2018-01-20,Lady Bird,2017,https://boxd.it/nQ687,5,Yes,"tv, theo",2018-01-18
2018-01-22,"The Death, Dad & Son",2017,https://boxd.it/nWsxP,4,,"short film, my french film festival 2018, rabbit, dudu",2018-01-21
2018-01-22,The Stroke,2018,https://boxd.it/nWver,3.5,,"short film, dudu, my french film festival 2018",2018-01-21
2018-01-22,Please Love Me Forever,2016,https://boxd.it/nWNqF,4,,"short film, dudu, my french film festival 2018",2018-01-22
2018-01-24,The Open House,2018,https://boxd.it/o0Zd7,1.5,,"netflix, skype, victor, tamir, lucas, caio",2018-01-23
2018-01-25,Dead Silence,2007,https://boxd.it/o2ujR,3,Yes,"netflix, carol, levy, petcom",2018-01-24
2018-01-26,Call Me by Your Name,2017,https://boxd.it/o549H,3.5,,"dudu, movie theater",2018-01-25
2018-01-29,The Summer Movie,2017,https://boxd.it/oc89F,2,,"my french film festival 2018, dudu, short film",2018-01-28
2018-01-30,Bokeh,2017,https://boxd.it/oeceX,3.5,,"netflix, victor",2018-01-29
2018-02-01,Maniac,2012,https://boxd.it/oiBbH,2,,"chris, mat, netflix",2018-01-30
2018-02-05,The Oranges,2011,https://boxd.it/opqvl,2.5,,"netflix, theo",2018-02-03
2018-02-05,Casting JonBenet,2017,https://boxd.it/oqY5N,3.5,,"netflix, chris",2018-02-04
2018-02-06,Cloverfield,2008,https://boxd.it/otZCf,4,Yes,"gabra, carol, netflix",2018-02-05
2018-02-07,Lady Bird,2017,https://boxd.it/ouGrJ,5,Yes,"fernanda, movie theater, press screening, vinidiz",2018-02-06
2018-02-07,Ghost Rider,2007,https://boxd.it/ovr5P,1,,online,2018-02-06
2018-02-09,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/oyhHZ,1.5,,"movie theater, press screening, dudu",2018-02-07
2018-02-09,The Shape of Water,2017,https://boxd.it/oyimt,3.5,,"movie theater, dudu",2018-02-07
2018-02-15,Afternoon Delight,2013,https://boxd.it/oMPCR,1.5,,netflix,2018-02-14
2018-02-16,Mistress America,2015,https://boxd.it/oNTeB,4,Yes,"rabbit, filipe",2018-02-15
2018-02-16,Tragedy Girls,2017,https://boxd.it/oOmGz,5,,"rabbit, gabra, geo, tv",2018-02-15
2018-02-16,10 Cloverfield Lane,2016,https://boxd.it/oOBhJ,5,Yes,"rabbit, gabra",2018-02-16
2018-02-16,The Cloverfield Paradox,2018,https://boxd.it/oOMVl,4,,"rabbit, gabra",2018-02-16
2018-02-17,Phantom Thread,2017,https://boxd.it/oQCdn,4.5,,"press screening, movie theater",2018-02-16
2018-02-17,Dunkirk,2017,https://boxd.it/oQCdR,2,,"online, dani",2018-02-16
2018-02-17,Posthumous,2014,https://boxd.it/oR3EP,3,,netflix,2018-02-17
2018-02-17,Garfunkel and Oates: Trying to be Special,2016,https://boxd.it/oR7VP,5,,netflix,2018-02-17
2018-02-18,Two-Bit Waltz,2014,https://boxd.it/oRgVp,4,,netflix,2018-02-17
2018-02-19,The Perks of Being a Wallflower,2012,https://boxd.it/oW12T,3,,"netflix, chris, felipe",2018-02-18
2018-02-19,O Rastro,2017,https://boxd.it/oW1dx,1,,"rabbit, gabra",2018-02-18
2018-02-20,Slash,2016,https://boxd.it/oYHVb,3.5,,"rabbit, gabra, alice, vinicius",2018-02-19
2018-02-21,Marrowbone,2017,https://boxd.it/p0qcH,4,,online,2018-02-20
2018-02-21,Dear Basketball,2017,https://boxd.it/p0Fv5,0.5,,"short film, rabbit, gabra",2018-02-20
2018-02-21,Garden Party,2017,https://boxd.it/p0FwR,4,,"short film, rabbit, gabra",2018-02-20
2018-02-21,Lou,2017,https://boxd.it/p0Fyt,3,,"short film, rabbit, gabra",2018-02-20
2018-02-21,Negative Space,2017,https://boxd.it/p0FzL,4,,"short film, rabbit, gabra",2018-02-20
2018-02-21,Negative Space,2017,https://boxd.it/p0FC1,4,Yes,"short film, online",2018-02-20
2018-02-21,Revolting Rhymes,2016,https://boxd.it/p0FIN,3,,"rabbit, gabra",2018-02-21
2018-02-22,Edith+Eddie,2017,https://boxd.it/p2zQv,4,,"short of the week, short film, youtube",2018-02-22
2018-02-23,Heaven Is a Traffic Jam on the 405,2016,https://boxd.it/p3RMD,4,,"youtube, short film",2018-02-22
2018-02-23,Darkest Hour,2017,https://boxd.it/p4Nkx,1.5,,"rabbit, gabra",2018-02-23
2018-02-25,The Carmilla Movie,2017,https://boxd.it/p9ltV,3.5,,"online, theo",2018-02-24
2018-02-25,Black Panther,2018,https://boxd.it/p9ogb,4.5,,"movie theater, theo",2018-02-24
2018-02-25,The Craft,1996,https://boxd.it/p9USB,4,,"online, chris, arthur",2018-02-25
2018-02-26,The Breadwinner,2017,https://boxd.it/pcm73,4,,"rabbit, gabra",2018-02-25
2018-02-27,Red Sparrow,2018,https://boxd.it/pdWqd,2.5,,"movie theater, victor, press screening",2018-02-26
2018-02-27,Bridge to Terabithia,2007,https://boxd.it/pfogx,4,Yes,"tv, theo",2018-02-26
2018-02-27,Tangled,2010,https://boxd.it/pfomP,4,,"tv, theo",2018-02-26
2018-02-27,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,https://boxd.it/pfoPR,3.5,,"tv, theo",2018-02-26
2018-02-27,Veronica,2017,https://boxd.it/pfr4J,4,,"netflix, victor",2018-02-27
2018-02-28,The Room,2003,https://boxd.it/pgRqN,0.5,,online,2018-02-27
2018-02-28,The Boss Baby,2017,https://boxd.it/phoLz,2.5,,tv,2018-02-27
2018-03-02,The Disaster Artist,2017,https://boxd.it/pkGgl,3,,online,2018-03-01
2018-03-02,Loving Vincent,2017,https://boxd.it/pkPwd,2,,netflix,2018-03-01
2018-03-04,The Post,2017,https://boxd.it/ppkGV,3,,online,2018-03-03
2018-03-05,The Florida Project,2017,https://boxd.it/ptSNp,5,,"movie theater, ale",2018-03-04
2018-03-08,Lady Bird,2017,https://boxd.it/pArFn,5,Yes,"movie theater, filipe",2018-03-07
2018-03-08,The Florida Project,2017,https://boxd.it/pAscV,5,Yes,"movie theater, filipe",2018-03-07
2018-03-09,Drive Thru,2007,https://boxd.it/pBpyL,5,Yes,"online, chris",2018-03-08
2018-03-11,Bitch,2017,https://boxd.it/pIjM7,3.5,,"online, chris",2018-03-11
2018-03-13,Gnome Alone,2017,https://boxd.it/pNQxp,2.5,,"movie theater, drive in, filipe",2018-03-12
2018-03-13,Black Panther,2018,https://boxd.it/pNQEl,4.5,Yes,"movie theater, drive in, filipe",2018-03-12
2018-03-15,Infinity Baby,2017,https://boxd.it/pSahp,4,,"online, airplane",2018-03-14
2018-03-16,Scream,1996,https://boxd.it/pT2cD,5,Yes,"dvd, chris",2018-03-15
2018-03-16,The Family Fang,2015,https://boxd.it/pTi7J,4.5,,online,2018-03-15
2018-03-16,The Vanishing of Sidney Hall,2017,https://boxd.it/pU0fx,2.5,,"online, gabra",2018-03-15
2018-03-16,Scream 2,1997,https://boxd.it/pUlj1,4.5,Yes,"dvd, chris",2018-03-16
2018-03-16,Paddington,2014,https://boxd.it/pUsen,3.5,,"online, gabra",2018-03-16
2018-03-17,Kids in Love,2016,https://boxd.it/pW7ov,1,,"netflix, theo",2018-03-16
2018-03-17,Dear Zachary: A Letter to a Son About His Father,2008,https://boxd.it/pW8pT,5,,"youtube, theo",2018-03-16
2018-03-18,Quanto Tempo o Tempo Tem,2015,https://boxd.it/pXwgX,3.5,,"netflix, theo",2018-03-16
2018-03-19,The Thing,1982,https://boxd.it/q1SZ9,5,,"victor, netflix",2018-03-18
2018-03-20,Scream 3,2000,https://boxd.it/q3Zgf,3,Yes,"dvd, chris, rabbit, filipe",2018-03-19
2018-03-20,Scream 4,2011,https://boxd.it/q4mL1,5,Yes,"netflix, filipe, chris",2018-03-19
2018-03-21,The One I Love,2014,https://boxd.it/q6o3T,5,,"netflix, theo",2018-03-20
2018-03-23,Paddington 2,2017,https://boxd.it/q9OcN,4.5,,"online, gabra",2018-03-22
2018-03-23,Irreplaceable You,2018,https://boxd.it/qawVd,3,,"netflix, theo",2018-03-22
2018-03-23,Urban Legend,1998,https://boxd.it/qaMxL,2.5,,"online, chris, dani",2018-03-23
2018-03-24,Lars and the Real Girl,2007,https://boxd.it/qbBgL,4.5,,online,2018-03-23
2018-03-28,She's Beautiful When She's Angry,2014,https://boxd.it/qme0d,4,,"netflix, theo",2018-03-23
2018-03-24,Urban Legends: Final Cut,2000,https://boxd.it/qcOy1,1.5,,"rabbit, chris, arthur, marcos, dani",2018-03-24
2018-03-26,Urban Legends: Bloody Mary,2005,https://boxd.it/qhRv5,0.5,,"rabbit, chris, arthur, dani",2018-03-25
2018-03-27,Ruby Sparks,2012,https://boxd.it/qkhxZ,4,,"online, theo",2018-03-26
2018-03-28,Ready Player One,2018,https://boxd.it/qlas1,4,,"movie theater, press screening",2018-03-27
2018-03-28,Xuxa and the Elves,2001,https://boxd.it/qmLt3,2.5,Yes,"rabbit, gabra",2018-03-28
2018-03-28,Xuxa and the Elves 2: The Road of The Fairies,2002,https://boxd.it/qmLwL,4.5,Yes,"rabbit, gabra",2018-03-28
2018-03-29,The Bookshop,2017,https://boxd.it/qonul,4,,"movie theater, theo",2018-03-28
2018-05-16,Final Destination 2,2003,https://boxd.it/s3KGF,4,Yes,"chris, arthur, dani, bro, online",2018-03-29
2018-05-16,Final Destination 3,2006,https://boxd.it/s3Q35,2.5,Yes,"online, bro, arthur, chris, dani",2018-03-30
2018-05-16,The Final Destination,2009,https://boxd.it/s3Qo3,1.5,Yes,"online, bro, arthur, chris, dani",2018-04-01
2018-04-03,A Wrinkle in Time,2018,https://boxd.it/qAQ5t,3.5,,"movie theater, theo",2018-04-02
2018-05-16,Final Destination 5,2011,https://boxd.it/s3QFt,3.5,Yes,"online, bro, arthur, chris, dani",2018-04-02
2018-04-04,A Quiet Place,2018,https://boxd.it/qDe3v,4.5,,"movie theater, laiza",2018-04-03
2018-04-05,Happy Anniversary,2018,https://boxd.it/qFLd3,2,,"netflix, gabra",2018-04-05
2018-04-06,Black Mirror: The National Anthem,2011,https://boxd.it/qHtgH,3.5,Yes,netflix,2018-04-05
2018-04-08,"Love, Simon",2018,https://boxd.it/qMmZv,3.5,,"movie theater, pedro",2018-04-07
2018-04-10,Black Mirror: Fifteen Million Merits,2011,https://boxd.it/qQIjJ,4,Yes,netflix,2018-04-09
2018-04-12,Black Mirror: The Entire History of You,2011,https://boxd.it/qUUa3,3.5,Yes,"netflix, fernanda, rabbit",2018-04-11
2018-04-14,Kiki's Delivery Service,1989,https://boxd.it/qZdNB,5,Yes,"dvd, theo",2018-04-13
2018-04-14,The Secret World of Arrietty,2010,https://boxd.it/qZg2t,4.5,,"online, theo",2018-04-13
2018-04-14,Friday the 13th,1980,https://boxd.it/qZkIt,2.5,Yes,"rabbit, gabra, filipe",2018-04-13
2018-04-14,The Descent,2005,https://boxd.it/qZAbP,5,,"online, skype, victor",2018-04-14
2018-04-16,Curse of Chucky,2013,https://boxd.it/r2B0J,3.5,,"rabbit, arthur",2018-04-15
