Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2015-01-17,Oculus,2013,https://boxd.it/4OEur,4.5,Yes,"rabbit, yago, mari, tv, bro",2014-12-06
2015-01-17,John Wick,2014,https://boxd.it/4OEej,3.5,,movie theater,2014-12-08
2016-10-14,The Strangers,2008,https://boxd.it/bET6d,4,,tv,2014-12-13
2015-11-01,The Haunting,1999,https://boxd.it/7lM9l,3,,tv,2014-12-20
2015-11-01,Case 39,2009,https://boxd.it/7lMaX,4,,tv,2014-12-20
2015-01-17,Ouija,2014,https://boxd.it/4OEil,2,Yes,"movie theater, yago, vini, online",2014-12-28
2015-01-13,Exodus: Gods and Kings,2014,https://boxd.it/4MAHx,3,,"movie theater, vini",2015-01-02
2015-01-13,Cry Wolf,2005,https://boxd.it/4MAPB,5,,"online, chris",2015-01-08
2015-01-13,You're Next,2011,https://boxd.it/4MASl,5,Yes,"fave, netflix, chris, filipe",2015-01-08
2015-01-13,Legacy,2008,https://boxd.it/4MAYt,0.5,,"tv, bro",2015-01-08
2015-01-13,Open Graves,2009,https://boxd.it/4MAVf,2,,"tv, bro",2015-01-09
2015-01-13,Case 39,2009,https://boxd.it/4MAJD,4,Yes,"netflix, vini",2015-01-10
2015-01-13,The Sleepwalker,2014,https://boxd.it/4MAMx,1,,"yago, online",2015-01-12
2015-01-14,The Haunting in Connecticut,2009,https://boxd.it/4Njsx,3.5,,"tv, bro",2015-01-14
2015-01-14,The Haunting in Connecticut 2: Ghosts of Georgia,2013,https://boxd.it/4NjRd,1,,tv,2015-01-14
2015-01-17,[REC],2007,https://boxd.it/4P3oD,4,,"netflix, vini",2015-01-17
2015-02-04,Cloverfield,2008,https://boxd.it/50jkz,4,,netflix,2015-01-18
2015-02-06,Triple Dog,2010,https://boxd.it/51l6r,3.5,,tv,2015-02-04
2015-02-13,The Possession,2012,https://boxd.it/55ySB,2.5,,netflix,2015-02-12
2015-02-16,The Quiet Ones,2014,https://boxd.it/574Lp,2.5,,netflix,2015-02-12
2015-02-16,Mirrors,2008,https://boxd.it/574MR,2.5,,"tv, bro",2015-02-15
2015-03-08,The Lazarus Effect,2015,https://boxd.it/5iJ2H,3,,"movie theater, crol",2015-03-07
2015-04-03,Insidious: Chapter 2,2013,https://boxd.it/5vO3B,4,,"online, dani",2015-04-02
2015-04-16,The Resident,2011,https://boxd.it/5Codf,2.5,,tv,2015-04-08
2015-04-16,Loucas pra Casar,2015,https://boxd.it/5CofF,3,,"tv, aunt",2015-04-09
2015-11-01,Liars All,2013,https://boxd.it/7lM41,3.5,,tv,2015-04-19
2015-11-01,Hollow Man,2000,https://boxd.it/7lM6h,3.5,,"tv, bro",2015-04-19
2015-06-07,Pitch Perfect,2012,https://boxd.it/62iBx,4,,"netflix, sinus",2015-05-02
2015-06-07,Sinister,2012,https://boxd.it/62iGR,3.5,Yes,"netflix, sinus, lellis",2015-05-02
2015-06-07,The Ring,2002,https://boxd.it/62io9,4.5,Yes,"tv, bro",2015-05-16
2015-05-28,It Follows,2014,https://boxd.it/5X7N3,5,,"online, yago",2015-05-27
2015-06-07,Poltergeist,2015,https://boxd.it/62iJL,3,,movie theater,2015-05-29
2015-06-07,The Ring Two,2005,https://boxd.it/62ioX,3.5,Yes,tv,2015-06-05
2015-06-07,Drag Me to Hell,2009,https://boxd.it/62itN,5,Yes,tv,2015-06-05
2015-06-26,The Skeleton Key,2005,https://boxd.it/6bKmX,5,,dvd,2015-06-25
2015-06-27,Pulse,2006,https://boxd.it/6c8Th,1.5,,"dvd, bro",2015-06-26
2015-06-28,The Double,2013,https://boxd.it/6cyCh,4,,dvd,2015-06-27
2015-06-30,The Number 23,2007,https://boxd.it/6dOmh,3,,"tv, dvd, bro",2015-06-29
2015-06-30,One Missed Call,2008,https://boxd.it/6dOq9,3,,"tv, dvd, bro",2015-06-29
2015-07-13,G.B.F.,2013,https://boxd.it/6kCaH,4,,"netflix, bro",2015-07-12
2015-07-22,The House of the Devil,2009,https://boxd.it/6pwpB,3,,yago,2015-07-21
2015-08-02,Unfriended,2014,https://boxd.it/6vQy1,3.5,,"skype, charmers",2015-08-01
2015-08-03,Scary Movie 3,2003,https://boxd.it/6wnP5,4,Yes,"skype, charmers, netflix",2015-08-02
2015-08-27,Disturbia,2007,https://boxd.it/6Kl7j,3.5,,netflix,2015-08-25
2015-08-27,Cube,1997,https://boxd.it/6KlfH,4.5,,netflix,2015-08-25
2015-09-04,4.3.2.1,2010,https://boxd.it/6Ozaf,5,,netflix,2015-09-03
2015-09-04,Triangle,2009,https://boxd.it/6OFIn,5,,netflix,2015-09-03
2015-09-05,Sinister 2,2015,https://boxd.it/6Pqkd,3,,movie theater,2015-09-04
2015-11-01,Dawn of the Dead,2004,https://boxd.it/7lDln,4,,"netflix, tv, bro",2015-09-06
2015-11-01,Scream 4,2011,https://boxd.it/7lDnj,5,Yes,dvd,2015-09-18
2015-12-30,Casa Grande,2014,https://boxd.it/7VZWH,3,,"bernardo, movie theater",2015-09-28
2015-11-01,4.3.2.1,2010,https://boxd.it/7lDqH,5,Yes,"netflix, bernardo",2015-09-29
2015-11-01,Cursed,2005,https://boxd.it/7lDsj,5,,"netflix, rabbit, filipe",2015-10-26
2015-11-01,Sorority Row,2009,https://boxd.it/7lDuz,3,Yes,"netflix, rabbit, filipe",2015-10-27
2017-03-07,"It's Not You, It's Me",2013,https://boxd.it/fcxjz,5,,"rabbit, filipe, short film",2015-10-28
2015-11-01,Circle,2015,https://boxd.it/7lDwF,4,,"netflix, charmers, chris",2015-10-30
2015-11-01,Oculus,2013,https://boxd.it/7lDxN,5,Yes,"netflix, rabbit, filipe",2015-10-30
2015-11-01,A Nightmare on Elm Street,1984,https://boxd.it/7lDAn,5,,"popcorn time, charmers, chris, arthur",2015-10-31
2015-11-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,https://boxd.it/7lIcb,2.5,,"popcorn time, charmers, chris, arthur",2015-10-31
2015-11-01,Final Girl,2015,https://boxd.it/7m14l,2,,"popcorn time, charmers, chris, arthur, marcos",2015-10-31
2015-11-02,I Spit on Your Grave,2010,https://boxd.it/7mC7V,4,,"popcorn time, charmers, chris, arthur",2015-11-01
2015-11-02,A Nightmare on Elm Street 3: Dream Warriors,1987,https://boxd.it/7mLcF,4.5,,"popcorn time, charmers, chris, arthur",2015-11-01
2015-11-16,The Call,2013,https://boxd.it/7uafj,3.5,,netflix,2015-11-15
2015-11-28,The Starving Games,2013,https://boxd.it/7Au0v,1,,"netflix, bro",2015-11-27
2015-12-13,The Task,2011,https://boxd.it/7J0jv,2.5,,"netflix, bro",2015-12-12
2015-12-13,Disaster Movie,2008,https://boxd.it/7J0mz,3,Yes,"netflix, bro",2015-12-12
2015-12-23,The Final Girls,2015,https://boxd.it/7Q133,5,,"online, charmers, chris, arthur, dani",2015-12-22
2015-12-30,The Visit,2015,https://boxd.it/7W0kf,3.5,,"yago, online",2015-12-30
2016-01-02,Charlie's Angels,2000,https://boxd.it/7YjB9,5,Yes,"dvd, rafa",2016-01-01
2016-01-03,Charlie's Angels: Full Throttle,2003,https://boxd.it/7ZKIj,5,Yes,dvd,2016-01-02
2016-01-12,The Second Mother,2015,https://boxd.it/88i5B,5,,tv,2016-01-11
2016-01-14,Romy and Michele's High School Reunion,1997,https://boxd.it/89wxV,3.5,,"filipe, netflix",2016-01-12
2016-01-15,The Sisterhood of the Traveling Pants,2005,https://boxd.it/8a6X1,4,,netflix,2016-01-14
2016-05-27,Scary Movie 2,2001,https://boxd.it/9S1pZ,3,Yes,netflix,2016-01-22
2016-05-27,The Gift,2015,https://boxd.it/9S1sJ,3,,"netflix, filipe",2016-04-22
2016-05-27,Knights of Badassdom,2013,https://boxd.it/9S1u1,2.5,,"netflix, filipe",2016-04-23
2016-05-27,Jennifer's Body,2009,https://boxd.it/9S1vN,5,Yes,"netflix, bro",2016-05-01
2016-05-27,Hush,2016,https://boxd.it/9S1wB,4,,netflix,2016-05-26
2016-06-03,Coherence,2013,https://boxd.it/9Xpld,5,,"youtube, filipe",2016-05-27
2016-06-03,The Boy,2016,https://boxd.it/9XEeL,2.5,,netflix,2016-06-02
2016-06-15,Annabelle,2014,https://boxd.it/a64P5,1,Yes,"netflix, rabbit, luisa, kiara",2016-06-07
2017-06-11,Now You See Me 2,2016,https://boxd.it/hMM3r,3,,"movie theater, theo",2016-06-10
2016-07-01,The Skeleton Key,2005,https://boxd.it/ahLpr,5,Yes,"rabbit, luisa",2016-06-16
2016-07-01,The Lazarus Effect,2015,https://boxd.it/ahLrd,3,Yes,"netflix, rabbit, luisa",2016-06-21
2016-06-23,Magic in the Moonlight,2014,https://boxd.it/acbGL,3,,"netflix, theo",2016-06-23
2016-06-25,Stoker,2013,https://boxd.it/adbM7,4.5,,online,2016-06-24
2016-06-27,The Purge: Anarchy,2014,https://boxd.it/aevnX,3.5,Yes,"rabbit, isa, online",2016-06-25
2016-06-29,The Fundamentals of Caring,2016,https://boxd.it/agu3V,4.5,,"netflix, theo",2016-06-28
2016-07-02,Quarantine,2008,https://boxd.it/aiHzz,2.5,,netflix,2016-07-01
2016-07-03,Quarantine 2: Terminal,2011,https://boxd.it/ajptP,2.5,,netflix,2016-07-02
2016-07-10,Dorothy Mills,2008,https://boxd.it/apqKz,3,,"netflix, theo",2016-07-10
2016-07-10,Wet Hot American Summer,2001,https://boxd.it/apvG3,3.5,,"netflix, theo",2016-07-10
2016-07-17,Finding Dory,2016,https://boxd.it/auHnn,4,,"movie theater, theo",2016-07-16
2016-07-17,Freddy vs. Jason,2003,https://boxd.it/av3cV,3,,"charmers, chris, celo, arthur, skype, online",2016-07-17
2016-07-23,House on Haunted Hill,1999,https://boxd.it/azvsF,1,,"online, charmers, chris, celo, skype",2016-07-23
2016-07-25,Mono,2016,https://boxd.it/aB1mh,1.5,,"netflix, theo",2016-07-24
2016-07-27,The Invitation,2015,https://boxd.it/aCxOp,3,,"netflix, filipe",2016-07-26
2016-07-27,Oldboy,2003,https://boxd.it/aCDAt,5,,"netflix, filipe",2016-07-27
2016-07-28,The Evil Dead,1981,https://boxd.it/aD6U3,5,,"netflix, filipe",2016-07-27
2016-07-29,Faces in the Crowd,2011,https://boxd.it/aE5xz,3,,"chris, netflix",2016-07-29
2016-07-30,Would You Rather,2012,https://boxd.it/aEK0B,2.5,,"netflix, chris",2016-07-30
2016-07-31,Bad Night,2015,https://boxd.it/aFthR,3,,"netflix, theo",2016-07-30
2016-08-05,The Babadook,2014,https://boxd.it/aJvhn,4.5,Yes,"netflix, theo",2016-08-03
2016-10-14,It Follows,2014,https://boxd.it/bEQC1,4,Yes,"online, skype, charmers, chris, marcos, nico, arthur",2016-08-07
2016-08-10,Suicide Squad,2016,https://boxd.it/aNyIz,3,,"theo, ciro, movie theater, tamira",2016-08-09
2016-08-12,Lights Out,2013,https://boxd.it/aONwv,3,,"youtube, short film",2016-08-11
2016-08-23,The Culling,2015,https://boxd.it/aXJ83,1,,"netflix, victor",2016-08-23
2016-08-26,Holidays,2016,https://boxd.it/aZZsH,2.5,,"netflix, victor",2016-08-26
2016-09-01,Starry Eyes,2014,https://boxd.it/b5nVX,4,,"netflix, victor",2016-09-01
2016-09-02,The Secret Life of Pets,2016,https://boxd.it/b5ReJ,3,,"movie theater, theo",2016-09-01
2016-09-02,ATM,2012,https://boxd.it/b63W9,1,,"netflix, victor",2016-09-02
2016-09-04,Miss You Already,2015,https://boxd.it/b71TJ,4,,"netflix, theo",2016-09-03
2016-09-04,Teen Spirit,2011,https://boxd.it/b7DVD,2.5,,"netflix, celo, arthur, gugalo",2016-09-04
2016-09-07,A Christmas Carol,2009,https://boxd.it/baqSR,3.5,,"tv, theo",2016-09-06
2016-09-07,Manhole,2014,https://boxd.it/bazqH,2,,"netflix, victor",2016-09-07
2016-09-09,Aquarius,2016,https://boxd.it/bbJkL,4.5,,"movie theater, theo",2016-09-08
2016-09-10,Ginger & Rosa,2012,https://boxd.it/bcwb9,3.5,,"netflix, theo",2016-09-09
2016-09-22,Knock Knock,2015,https://boxd.it/bmBFj,2.5,,"tv, theo",2016-09-21
2016-09-24,The Game,1997,https://boxd.it/bo4V3,3.5,,"online, celo, nico, skype",2016-09-23
2016-09-24,Most Likely to Die,2015,https://boxd.it/bohYJ,1,,"netflix, charmers, celo, chris, marcos, skype",2016-09-24
2016-09-25,Storks,2016,https://boxd.it/bpeJD,4,,"movie theater, theo",2016-09-24
2016-10-02,Tomboy,2011,https://boxd.it/bv08Z,4.5,,"netflix, skype, theo",2016-10-02
2016-10-04,12 Angry Men,1957,https://boxd.it/bwKhb,4.5,,"cineclube, theo",2016-10-03
2016-10-07,Lights Out,2016,https://boxd.it/bzg4R,2.5,,"skype, chris, marcos, celo, charmers",2016-10-07
2016-10-08,Night of the Demons,1988,https://boxd.it/bzYFx,4,,"netflix, theo, skype",2016-10-08
2016-10-09,Requirements to Be a Normal Person,2015,https://boxd.it/bAWtL,4,,"netflix, theo, skype",2016-10-08
2016-10-11,Lila & Eve,2015,https://boxd.it/bD2Y5,3,,"netflix, gugalo, nico",2016-10-11
2016-10-12,The Silenced,2015,https://boxd.it/bDKV5,2,,"netflix, victor",2016-10-12
2016-10-13,Juno,2007,https://boxd.it/bECQX,3,Yes,"netflix, gugalo, nico",2016-10-13
2016-10-14,9,2009,https://boxd.it/bF7lr,3.5,,"netflix, skype, theo",2016-10-13
2016-10-14,Tales of Halloween,2015,https://boxd.it/bFjhh,3,,"netflix, victor",2016-10-14
2016-10-16,The Purge,2013,https://boxd.it/bHbbf,1.5,Yes,"netflix, chris, nico",2016-10-16
2016-10-17,The Purge: Anarchy,2014,https://boxd.it/bI9Er,3.5,Yes,"netflix, skype, chris, nico, celo, charmers",2016-10-16
2016-10-17,Ringu,1998,https://boxd.it/bIj7n,2,,"netflix, skype, charmers, chris, nico, celo",2016-10-17
2016-10-18,The Grudge,2004,https://boxd.it/bJ5zz,2.5,Yes,"online, skype, charmers, marcos, celo, chris, nico",2016-10-18
2016-10-19,Scott Pilgrim vs. the World,2010,https://boxd.it/bJIat,5,,"tv, theo",2016-10-18
2016-10-19,Gothika,2003,https://boxd.it/bJYIB,3,,"online, chris",2016-10-19
2016-10-21,The First Time,2012,https://boxd.it/bLtez,3,,"netflix, nico",2016-10-20
2016-10-29,Crimson Peak,2015,https://boxd.it/bRCD1,4,,"tv, theo",2016-10-28
2016-10-29,White Chicks,2004,https://boxd.it/bRK9D,4,Yes,"tv, theo",2016-10-28
2016-10-29,Ginger Snaps,2000,https://boxd.it/bS4Jr,4,,"netflix, bro",2016-10-29
2016-10-30,The Conjuring 2,2016,https://boxd.it/bSsip,3,,"rabbit, online, luisa",2016-10-29
2016-11-01,Dead End,2003,https://boxd.it/bUXJ1,2.5,,"filipe, netflix",2016-10-31
2016-11-04,Black Mirror: San Junipero,2016,,5,,"netflix, theo",2016-11-03
2016-11-06,American Reflexxx,2015,https://boxd.it/bZn2P,4.5,,"youtube, short film",2016-11-06
2016-11-08,Aquarius,2016,https://boxd.it/c18t1,4.5,Yes,"movie theater, theo",2016-11-07
2016-11-08,Scream,1996,https://boxd.it/c18AV,5,Yes,"dvd, theo",2016-11-07
2016-11-09,10 Cloverfield Lane,2016,https://boxd.it/c1TH5,4,,"online, rabbit, filipe",2016-11-08
2017-09-19,Black Mirror: San Junipero,2016,https://boxd.it/kbJoT,5,,"netflix, skype, theo",2016-11-11
2017-11-22,Around You,2016,https://boxd.it/lOXVT,5,,youtube,2016-11-11
2017-01-03,Puella Magi Madoka Magica the Movie Part I: Beginnings,2012,https://boxd.it/cV8FN,4,,"netflix, theo, skype",2016-11-17
2016-11-19,Lemony Snicket's A Series of Unfortunate Events,2004,https://boxd.it/c9SDR,4.5,Yes,"netflix, theo",2016-11-18
2017-01-03,Puella Magi Madoka Magica the Movie Part II: Eternal,2012,https://boxd.it/cV8LL,4,,"netflix, theo, skype",2016-11-18
2016-11-21,Julie & Julia,2009,https://boxd.it/cbT19,3,,"tv, theo",2016-11-20
2016-11-22,The Kids Are All Right,2010,https://boxd.it/cd6Qr,3,,"netflix, theo",2016-11-21
2016-11-30,I Killed My Mother,2009,https://boxd.it/cjXUN,3.5,,"netflix, filipe, theo",2016-11-29
2016-12-10,Little Sister,2016,https://boxd.it/cstEt,3,,"filipe, rabbit, online",2016-12-09
2016-12-10,Sanjay's Super Team,2015,https://boxd.it/csNbh,3,,short film,2016-12-09
2016-12-12,The Little Rascals,1994,https://boxd.it/cv21b,3,Yes,"tv, theo",2016-12-11
2016-12-24,Heathers,1989,https://boxd.it/cGXAp,5,Yes,"tv, theo",2016-12-22
2017-01-02,Going the Distance,2010,https://boxd.it/cTmi5,3,,"theo, netflix, skype",2017-01-01
2017-01-03,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,https://boxd.it/cVd43,4,,"rabbit, skype, theo",2017-01-02
2017-01-05,Train to Busan,2016,https://boxd.it/cXDwL,4,,movie theater,2017-01-04
2017-01-06,Sixteen Candles,1984,https://boxd.it/cZHnR,2,,"netflix, skype, theo",2017-01-05
2017-01-07,Emelie,2015,https://boxd.it/d14NZ,3.5,,"netflix, victor",2017-01-06
2017-01-10,Moana,2016,https://boxd.it/d5JcX,4.5,,"movie theater, theo",2017-01-09
